Lema;LlenguaOrigen;Lemes_Morfema;PluralIrregular;CatGramatical;NivellLlengua;CatSemantica
sacrocoxitis;;;;femení invariable;;
sad;;;;femení;;
sadollable;;;;adjectiu;;
saeta;;;;femení;;
safanoriada;;;;femení;col·loquial;
safareger;;-a;;masculí i femení;;
safarejada;;;;femení;;
safarejar;;;;verb transitiu;;
safarranxo;;;;masculí;;
safona;;;;femení;;
sagapín;;;;masculí;;
sagetada;;;;femení;;
sageter;;-a;;adjectiu i masculí i femení;;
sageter;;-a;;adjectiu;;
saginet;;;;masculí;;
saiat;;-ada;;adjectiu;;
salabrejar;;;;verb intransitiu;;
salabrejar;;;;verb transitiu;;
salancós;;-osa;;adjectiu;;
salicilasa;;;;femení;;
salicultura;;;;femení;;
salmòdic;;-a;;adjectiu;;
salmonera;;;;femení;;
salnitrer;;-a;;masculí i femení;;
saloma;;;;femení;;
salomonés;;-esa;;adjectiu i masculí i femení;;
salomonés;;-esa;;adjectiu;;
salpassar;;;;verb transitiu;;
salpresar;;;;verb transitiu;;
saltacabreta;;;;masculí;;
saltadissa;;;;femení;;
saltigar;;;;verb intransitiu;;
saltígrad;;-a;;adjectiu;;
saluresi;;;;femení;;
salvacòs;;;-ossos;masculí;;
salvadany;;;;masculí;;
salvaeslip;;;;masculí;;
salvagarbí;;;;masculí;;
salvapantalla;;;;masculí;;
salxitxa;;;;femení;;
salxitxó;;;;masculí;;
samaderina;;;;femení;;
samaroc;;;;masculí;;
samarreter;;-a;;masculí i femení;;
samarro;;-a;;adjectiu i masculí i femení;col·loquial;
samarro;;-a;;adjectiu;;
samarroca;;;;femení;;
sambenet;;;;masculí;;
sambucina;;;;femení;;
samit;;;;masculí;antic;
sampar;;;;verb transitiu;col·loquial;
samsara;;;;masculí;;
samsó;;;;masculí;;
sanatorial;;;;adjectiu;;
sancer;;;;adjectiu;col·loquial;
sàndel;;;;masculí;;
sandwich;anglés;;;masculí;;
sàndwitx;;;-itxs;masculí;;
sandwitxera;;;;femení;;
sandwitxeria;;;;femení;;
sangrisola;;;;femení;;
sanguinat;;-ada;;adjectiu;;
sanguinel·li;;;;adjectiu i femení;;
sanmarinés;;-esa;;adjectiu i masculí i femení;;
sanmarinés;;-esa;;adjectiu;;
santabàrbera;;;;femení;;
santclimetenc;;-a;;adjectiu i masculí i femení;;
santclimetenc;;-a;;adjectiu;;
santeularienc;;-a;;adjectiu i masculí i femení;;
santeularienc;;-a;;adjectiu;;
santfermins;;;;masculí plural;;
santmariaire;;;;adjectiu i masculí i femení;;
santmariaire;;;;adjectiu;;
santmartí;;;;masculí;;
santmartinada;;;;femení;;
santmatevà;;-ana;;adjectiu i masculí i femení;;
saorra;;;;femení;;
sapientíssim;;-a;;adjectiu;;
saponat;;-ada;;adjectiu;;
saponat;;-ada;;masculí;;
saragüellada;;;;loc. verb. s.l.;;
sarampió;;;;masculí;;
saramulló;;;;masculí;;
sarandar;;;;verb transitiu;;
sargallar;;;;masculí;;
sargueral;;;;masculí;;
sarier;;-a;;masculí i femení;;
sarpallada;;;;femení;;
sarpassa;;;;femení;col·loquial;
sarro;;;;masculí;;
sarrompa;;;;femení;;
sarronada;;;;femení;;
sarsallejar;;;;verb intransitiu;;
sarsallós;;-osa;;adjectiu;;
saudí;;;;adjectiu i masculí i femení;;
saudí;;;;adjectiu;;
saudí;;;;masculí i femení;;
sàvena;;;;femení;;
scout;anglés;;;masculí i femení;;
scout;anglés;;;adjectiu;;
secador;;;;masculí;;
secaina;;;;adjectiu i femení;;
secatge;;;;masculí;;
secatiu;;-iva;;adjectiu;;
secretista;;;;adjectiu i masculí i femení;;
secretista;;;;adjectiu;;
securit;;;;masculí;;
segoner;;-a;;masculí i femení;;
segoner;;-a;;adjectiu;;
seixantó;;-ona;;adjectiu i masculí i femení;;
selfactiner;;-a;;masculí i femení;;
selleta;;;;femení;;
sellí;;;;masculí;;
seltz;;;;masculí s.l.;;
sembradís;;-issa;;adjectiu;;
semianalfabet;;-eta;;adjectiu;;
semicoma;;;;masculí;;
seminarcosi;;;;femení;;
seminologia;;;;femení;;
seminormal;;;;adjectiu;;
semipenombra;;;;femení;;
semirecte;;;;locució;;
semirefinat;;-ada;;adjectiu;;
semisoterrat;;-ada;;adjectiu;;
senall;;;;masculí;;
sendat;;;;masculí;;
senequisme;;;;masculí;;
senequista;;;;adjectiu;;
senequista;;;;masculí i femení;;
senial;;;;masculí;;
sentllàtzer;;;;loc. adj.;;
sényer;;;;masculí;antic;
septicitat;;;;femení;;
sepulturer;;-a;;masculí i femení;;
sequeria;;;;femení;;
sequetat;;;;femení;;
sequiar;;;;verb transitiu;;
sequiar;;;;masculí;;
sequina;;;;femení;;
sequiolet;;;;masculí;;
serenet;;;;masculí;;
serola;;;;femení;;
serolera;;;;femení;;
serrutx;;;;masculí;;
sesquiòxid;;;;masculí;;
sesseig;;;;masculí;;
sessejar;;;;verb intransitiu;;
setantó;;-ona;;adjectiu i masculí i femení;;
setembral;;;;adjectiu;;
setrillera;;;;femení plural;;
setrillera;;;;femení;;
sexador;;-a;;masculí i femení;;
sex-appeal;anglés;;;masculí;;
sex-shop;anglés;;;masculí;;
sex-symbol;anglés;;;masculí i femení;;
sexteta;;;;femení;;
sexualisme;;;;masculí;;
seychellés;;-esa;;adjectiu i masculí i femení;;
seychellés;;-esa;;adjectiu;;
share;anglés;;;masculí;;
shorts;anglés;;;masculí plural;;
sicalipsi;;;;femení;;
sidòleg;;-òloga;;masculí i femení;;
sidrer;;-a;;adjectiu;;
sidrer;;-a;;masculí i femení;;
sienític;;-a;;adjectiu;;
sifoner;;-a;;masculí i femení;;
sifonier;;;;masculí;;
sígnic;;-a;;adjectiu;;
silicòtic;;-a;;adjectiu;;
silicòtic;;-a;;adjectiu i masculí i femení;;
silicrossi;;;;masculí;;
simalet;;;;masculí;;
simfonieta;;;;femení;;
sin;;;;femení;;
sinaptosaure;;;;masculí plural;;
sinaptosaure;;;;masculí singular;;
sincàride;;;;masculí plural;;
sincàride;;;;masculí singular;;
sincerador;;-a;;adjectiu;;
sincopal;;;;adjectiu;;
singularia tantum;llatí;;;masculí invariable;;
sinoptòfor;;;;masculí;;
sintasol;;;;masculí;;
sió;;;;interjecció;;
sió;;;;masculí;;
sir;anglés;;;masculí;;
sistar;;;;masculí;;
sitial;;;;masculí;;
sitjada;;;;femení;;
sivellam;;;;masculí;;
ska;anglés;;;masculí;;
skay;anglés;;;masculí;;
slalom;anglés;;;masculí;;
slip;anglés;;;masculí;;
slogan;anglés;;;masculí;;
smartphone;anglés;;;masculí;;
smash;anglés;;;masculí;;
smocking;anglés;;;masculí;;
snack-bar;anglés;;;masculí;;
snob;anglés;;;adjectiu i masculí i femení;;
sobacada;;;;femení;;
sobines;;;;loc. adv.;;
sobrebraç;;;;masculí;;
sobrecreu;;;;masculí;;
sobredit;;-a;;adjectiu;;
sobreexcel·lent;;;;adjectiu;;
sobrefí;;-ina;;adjectiu;;
sobregir;;;;masculí;;
sobrejunta;;;;femení;;
sobremarxa;;;;femení;;
sobremost;;;;masculí;;
sobremotle;;;;masculí;;
sobremotlle;;;;masculí;;
sobrenaiximent;;;;masculí;;
sobreparet;;;;femení;;
sobreplatejar;;;;verb transitiu;;
sobretela;;;;femení;;
sobreveedor;;;;masculí;;
sobrevirar;;;;verb intransitiu;;
sobreviratge;;;;masculí;;
sociabilització;;;;femení;;
sociabilitzar;;;;verb transitiu i pronominal;;
sociolecte;;;;masculí;;
socotada;;;;femení;;
sodegar;;;;verb transitiu;antic;
solanar;;;;masculí;;
solanera;;;;femení;;
soldre;;;;verb transitiu;antic;
soldre;;;;verb auxiliar;;
soliguer;;;;masculí;;
soliguer;;;;locució;;
solina;;;;femení;;
solmitzar;;;;verb transitiu;;
solonxac;;;;masculí;;
solpost;;;;masculí;;
solsidor;;-a;;adjectiu;;
solsidor;;-a;;masculí i femení;;
somi;;;;masculí;;
somordor;;;;femení;;
somostra;;;;femení;;
sompor;;;;femení;;
somta;;;;femení;;
sonillera;;;;femení;;
sonòleg;;-òloga;;masculí i femení;;
sonoteca;;;;femení;;
sonsonet;;;;masculí;;
sopamenta;;;;femení;col·loquial;
sopols;;;;loc. adv.;;
sopols;;;;loc. adv. s.l.;;
soquellot;;;;masculí;;
soquer;;-a;;masculí i femení;;
soqueta;;;;femení;;
sordcego;;-a;;adjectiu i masculí i femení;;
sordceguera;;;;femení;;
sordet;;;;masculí;;
sorgidor;;;;masculí;antic;
sornós;;-osa;;adjectiu;;
sorolladina;;;;femení;;
sorollera;;;;femení;;
sorollista;;;;masculí i femení;;
sorollista;;;;adjectiu;;
sorribaldar;;;;verb transitiu;;
sortilleria;;;;femení;;
sosllevar;;;;verb transitiu i pronominal;;
sospalma;;;;femení;;
sotamà;;;;loc. adv. s.l.;;
sotarraix;;;;masculí;;
soto;;;;masculí;;
sotsbatle;;;;masculí;;
sovietització;;;;femení;;
sovietitzar;;;;verb transitiu;;
stripper;anglés;;;masculí i femení;;
subacidesa;;;;femení;;
subauricular;;;;adjectiu;;
suberificar;;;;verb transitiu i pronominal;;
subexplotació;;;;femení;;
súbit;;-a;;adjectiu;;
subjacència;;;;femení;;
subjectivització;;;;femení;;
subllegat;;;;masculí;;
subllogater;;-a;;masculí i femení;;
sucla;;;;femení;;
sucrasa;;;;femení;;
sufista;;;;adjectiu i masculí i femení;;
sulcular;;;;adjectiu;;
sunnisme;;;;masculí;;
sunyir;;;;verb intransitiu;;
sunyir;;;;verb transitiu;;
superdona;;;;femení;;
supletorietat;;;;femení;;
supondre;;;;verb transitiu;;
supra;llatí;;;adverbi;;
supracomunitari;;-ària;;adjectiu;;
suralla;;;;femení;;
surfactant;;;;masculí;;
surimi;;;;masculí;;
surreal;;;;adjectiu;col·loquial;
suspenedor;;-a;;adjectiu i masculí i femení;;
swazi;;;;adjectiu i masculí i femení;;
swazi;;;;adjectiu;;
t;;;;femení;;
tabaira;;;;femení;;
tabaquista;;;;masculí i femení;;
tablet;anglés;;;femení;;
tàcet;;;;masculí;;
tafarrut;;-uda;;adjectiu;;
tagarnina;;;;femení;col·loquial;
tai-txi;;;;masculí;;
talabant;;;;masculí;;
talabarderia;;;;femení;;
talassònim;;;;masculí;;
talassonímia;;;;femení;;
talibòs;;;;masculí;;
talismànic;;-a;;adjectiu;;
tallabardisses;;;;masculí invariable;;
talladeta;;;;femení s.l.;;
tallapuros;;;;masculí invariable;;
tallataulells;;;;masculí invariable;;
tallatge;;;;masculí;;
tallereta;;;;femení;;
tallerol;;;;masculí;;
tallerola;;;;femení;;
talleruca;;;;femení;;
tamarital;;;;masculí;;
tamborada;;;;femení;;
tamborinet;;;;masculí;;
tanatofília;;;;femení;;
tanell;;;;masculí;;
tanellut;;-uda;;adjectiu;;
tanimentres;;;;adverbi;;
tapanta;;;;femení;;
tapaplats;;;;masculí invariable;;
tàpena;;;;femení;;
taperada;;;;femení;;
tapial;;;;masculí;;
taponadora;;;;femení;;
taponer;;-a;;adjectiu i masculí i femení;;
tararira;;;;masculí i femení;;
taratat;;;;masculí;;
taratge;;;;masculí;;
tardenc;;-a;;adjectiu;;
tarús;;;-ussos;masculí;;
tarús;;;;loc. adv.;;
tastaranit;;;;masculí;;
tauròfob;;-a;;adjectiu i masculí i femení;;
taurofòbia;;;;femení;;
taüter;;-a;;masculí i femení;;
taüteria;;;;femení;;
taxònom;;-a;;masculí i femení;;
tea;;;;femení;;
teatrer;;-a;;adjectiu i masculí i femení;col·loquial;
teatrer;;-a;;adjectiu;;
techno;anglés;;;masculí;;
teda;;;;femení;;
teera;;;;femení;;
teixal;;;;masculí;;
telebanc;;;;masculí;;
teleensenyança;;;;femení;;
telefonejar;;;;verb intransitiu;;
telegestió;;;;femení;;
telepredicador;;-a;;masculí i femení;;
teleruta;;;;femení;;
télex;;;;masculí;;
teloeretisme;;;;masculí;;
tembre;;;;verb transitiu;antic;
témpera;;;;femení;;
templador;;;;masculí;col·loquial;
templament;;;;masculí;col·loquial;
templança;;;;femení;col·loquial;
templar;;;;verb transitiu i pronominal;col·loquial;
templari;;;;adjectiu i masculí;;
temprabilitat;;;;femení;;
temprable;;;;adjectiu;;
tempraplomes;;;;masculí invariable;;
ténder;;;;masculí;;
ténia;;;;femení;;
tennessi;;;;masculí;;
tenquerol;;;;masculí;;
teònim;;;;masculí;;
teós;;-osa;;adjectiu;;
tercelet;;;;masculí;;
termiònic;;-a;;adjectiu;;
termiònica;;;;femení;;
termofílic;;-a;;adjectiu;;
termorecuperador;;;;masculí;;
terra-aire;;;;adjectiu invariable;;
terralló;;-ona;;masculí i femení;;
terra-terra;;;;adjectiu invariable;;
terretit;;;;masculí;;
terruperal;;;;masculí;;
tervalent;;;;adjectiu;;
tesaurització;;;;femení;;
tesauritzar;;;;verb transitiu;;
tesorejar;;;;verb transitiu;col·loquial;
tesorer;;-a;;masculí i femení;col·loquial;
tesoreria;;;;femení;col·loquial;
testadal;;;;masculí;;
téster;;;;masculí;;
tetit;;;;masculí;;
tetraclorur;;;;masculí;;
tetròxid;;;;masculí;;
tha;;;thas;femení;;
tiarro;;-a;;masculí i femení;col·loquial;
tiazida;;;;femení;;
tic-i-tic;;;;onomatopeia i masculí;;
tiflologia;;;;femení;;
tiflològic;;-a;;adjectiu;;
tilàpia;;;;masculí;;
timiama;;;;femení;;
timopatia;;;;femení;;
ting-ting;;;;onomatopeia i masculí;;
tipo;;;;masculí;col·loquial;
tirabraguer;;;;masculí;;
tiramenga;;;;femení;;
tiranda;;;;femení plural;;
tiranda;;;;femení;;
tirapalla;;;;masculí;;
tiringa;;;;femení;;
tirol;;;;masculí;;
tironada;;;;femení;;
tirosinasa;;;;femení;;
tisparís;;;;masculí;;
titaina;;;;femení;;
titolitis;;;;femení invariable;;pejoratiu
tocacollons;;;;masculí i femení invariable;col·loquial;
tocamenta;;;;femení;col·loquial;
tocari;;;;masculí;;
tocatoni;;;;loc. adv.;;
toc-toc;;;;onomatopeia i masculí;;
todó;;;;masculí;;
tolda;;;;femení;;
tollada;;;;femení;;
tombolló;;;;loc. adv.;;
tombolló;;;;masculí;;
tongà;;-ana;;adjectiu i masculí i femení;;
tonografia;;;;femení;;
tonto;;-a;;adjectiu i masculí i femení;col·loquial;
topetada;;;;femení;;
topetar;;;;verb transitiu i pronominal;;
topetó;;;;masculí;;
toquejador;;-a;;adjectiu;;
torbadina;;;;femení;;
torbisca;;;;femení;;
torcament;;;;Masculí;;
torlana;;;;femení;;
tormassal;;;;femení;;
tormassosa;;;;masculí;;
tornaboix;;;;masculí;;
tornadura;;;;femení;;
tornajornal;;;;loc. adv.;;
tornallom;;;;loc. adv. s.l.;;
torpedera;;;;femení;;
torpedinament;;;;masculí;;
torpesa;;;;femení;;
torrefactar;;;;verb transitiu;;
tortugat;;;;masculí;antic;
torxera;;;;femení;;
tossolonada;;;;femení;;
tostó;;;;masculí;;
tovallol;;;;masculí;;
trabuquer;;-a;;masculí i femení;;
trabuquer;;-a;;masculí;;
tracmany;;;;masculí;antic;
tracmanyar;;;;verb intransitiu;antic;
tragabales;;;;masculí invariable;;
tragabales;;;;masculí i femení invariable;;
trage;;;;masculí;col·loquial;
trage;;;;loc. verb.;;
trage;;;;locució;;
tragineria;;;;femení;;
tragó;;-ona;;adjectiu i masculí i femení;;
trampolejar;;;;verb intransitiu;;
tranquit;;;;masculí;;
transfusionista;;;;masculí i femení;;
transgenerisme;;;;masculí;;
transidentitat;;;;femení;;
trapalatrop;;;;masculí i femení invariable;;
trapitjar;;;;verb transitiu;;
traquer;;-a;;masculí i femení;;
trascantó;;;;loc. adv.;;
trascantó;;;;masculí;;
traüc;;;;masculí;;
traücador;;-a;;adjectiu;;
traücador;;-a;;masculí;;
traücar;;;;verb transitiu;;
travabous;;;;femení invariable;;
travessador;;-a;;masculí i femení;;
travessó;;-ona;;adjectiu;;
travestisme;;;;masculí;;
tregilla;;;;femení;;
tregillar;;;;verb transitiu;;
treginar;;;;verb transitiu;;
trémolo;;;;masculí;;
tremugí;;;;masculí;;
tremujada;;;;femení;;
trencaanous;;;;masculí invariable;;
trencó;;;;masculí;;
trescentista;;;;adjectiu;;
tresmesí;;-ina;;adjectiu;;
tresmesí;;-ina;;masculí;;
trestellador;;;;masculí;;
tretzemesí;;-ina;;adjectiu i masculí i femení;;
triagal;;;;adjectiu;;
triangularitat;;;;femení;;
tribajoc;;;;masculí;;
trico;;;;loc. adv.;;
trifulca;;;;femení;;
trile;;;;masculí;;
trip;;;;masculí;col·loquial;
triquini;;;;masculí;;
trisparís;;;;masculí;;
triumf;;;;masculí;;
triumfador;;-a;;adjectiu i masculí i femení;;
triumfal;;;;adjectiu;;
triumfalisme;;;;masculí;;
triumfalista;;;;adjectiu i masculí i femení;;
triumfalment;;;;adverbi;;
triumfant;;;;adjectiu;;
triumfar;;;;verb intransitiu;;
trobadures;;;;femení plural;;
trofòcit;;;;masculí;;
trofoplasma;;;;masculí;;
trofotropisme;;;;masculí;;
trompelló;;;;masculí;;
tromput;;;;masculí;;
tronxut;;-uda;;adjectiu;;
trotxar;;;;verb intransitiu;col·loquial;
trotxer;;-a;;adjectiu i masculí i femení;col·loquial;
trullanés;;-a;;adjectiu i masculí i femení;;
trullanés;;-a;;adjectiu;;
truller;;-a;;masculí i femení;;
truna;;;;femení;;
truquiflor;;;;femení;;
tufer;;;;masculí;;
tufera;;;;femení;;
tuferada;;;;femení;;
tulipà;;;;masculí;;
tumbó;;;;masculí;;
tuna;;;;femení;;
turcotàrtar;;-a;;masculí i femení;;
turcotàrtar;;-a;;masculí;;
turcotàrtar;;-a;;adjectiu;;
turibulari;;-ària;;masculí i femení;;
tussarró;;;;masculí;;
tutti frutti;italià;;;masculí;;
tutti quanti;italià;;;loc. pron.;;
tuvalià;;-ana;;adjectiu i masculí i femení;;
tuvalià;;-ana;;adjectiu;;
txàdic;;-a;;adjectiu i masculí;;
uasta;;;;femení;;
uci;;;;femení;;
ufania;;;;femení;;
uït;;;;masculí;;
ulatròfia;;;;femení;;
ulcerogènic;;-a;;adjectiu;;
ullalós;;-osa;;adjectiu;;
ulleter;;-a;;masculí i femení;;
ulodermatitis;;;;femení invariable;;
uloide;;;;adjectiu;;
uloma;;;;masculí;;
ulorrea;;;;femení;;
ultrabuit;;;;masculí;;
ultracuidar;;;;verb intransitiu;antic;
ultraestructural;;;;adjectiu;;
ultrafreqüència;;;;femení;;
ultrahumà;;-ana;;adjectiu;;
ultrança;;;;loc. adv. s.l.;;
ultrasonografia;;;;femení;;
ultrasonoteràpia;;;;femení;;
ultravirus;;;;masculí invariable;;
undulat;;;;adjectiu invariable;;
unflabou;;;;masculí;;
ungular;;;;adjectiu;;
unidentat;;-ada;;adjectiu;;
unifocal;;;;adjectiu;;
uniparental;;;;locució;;
uniradicular;;;;adjectiu;;
untall;;;;masculí;;
uranotorita;;;;femení;;
urqués;;-esa;;adjectiu;antic;
usta;;;;femení;;
usufructe;;;;masculí;;
uvi;;;;femení;;
v;;;;femení;;
vade retro;llatí;;;loc. orac.;;
valonisme;;;;masculí;;
valvuloplàstia;;;;femení;;
vanuatuenc;;-a;;adjectiu i masculí i femení;;
vanuatuenc;;-a;;adjectiu;;
vaqueret;;;;masculí;;
varament;;;;Masculí;;
varió;;;;masculí;antic;
vasal;;;;adjectiu;;
vasomotriu;;;;adjectiu;;
vasovagal;;;;adjectiu;;
vat;;;;masculí;;
vaticinable;;;;adjectiu;;
vatímetre;;;;masculí;;
vediguer;;;;masculí;;
vedilla;;;;femení;;
vehiculització;;;;femení;;
vehiculitzar;;;;verb transitiu;;
veixell;;;;masculí;;
velum;;;;masculí;;
venderia;;;;femení;;
vendetta;italià;;;femení;;
venereòleg;;-òloga;;masculí i femení;;
venereològic;;-a;;adjectiu;;
venopunció;;;;femení;;
ventamosques;;;;masculí invariable;;
ventisca;;;;femení;;
ventiscar;;;;verb intransitiu;;
ventisquer;;;;masculí;;
ventolada;;;;femení;;
ventrotomia;;;;femení;;
vérbola;;;;femení;;pejoratiu
verbolós;;-a;;adjectiu i masculí i femení;;
verdelló;;;;masculí;;
verderolet;;;;masculí;;
verdorina;;;;femení;;
verduguejar;;;;verb intransitiu;;
vergallinatge;;;;masculí;;
vergonyeta;;;;femení;infantil;
vernacularitzar;;;;verb transitiu;;
vernesc;;-a;;adjectiu;;
vero;;;;loc. verb.;;
verre;;;;masculí;;
verriny;;;;masculí;;
verrinyós;;-osa;;adjectiu;;
vet ací;;;;loc. orac.;;
vetiver;;;;masculí;;
veuada;;;;femení;;
vicetesorer;;-a;;masculí i femení;col·loquial;
vicetiple;;;;femení;col·loquial;
vicetresorer;;-a;;masculí i femení;;
victimòleg;;-òloga;;masculí i femení;;
videogravació;;;;femení;;
viena;;;;femení;;
vigorèctic;;-a;;adjectiu;;
vigorèxia;;;;masculí;;
vigorèxic;;-a;;adjectiu;;
vigorositat;;;;femení;;
viguetà;;-ana;;adjectiu i masculí i femení;;
viguetà;;-ana;;adjectiu;;
vijares;;;;masculí invariable;antic;
vijares;;;;loc. verb.;antic;
vijares;;;;loc. adv.;antic;
villamarquí;;;;masculí;;
vina;;;;femení;;
vinaderia;;;;femení;;
virotada;;;;femení;;
viscosimetria;;;;femení;;
vitivinicultor;;-a;;masculí i femení;;
vivace;italià;;;adverbi;;
vivace;italià;;;masculí;;
vivisector;;-a;;masculí i femení;;
vivisme;;;;masculí;;
vivista;;;;adjectiu;;
vivista;;;;masculí i femení;;
vivori;;;;masculí;;
vivori;;;;loc. adj.;;
volanda;;;;femení;;
volantada;;;;femení;;
voledor;;-ora;;adjectiu;;
voliol;;;;masculí;;
voltaina;;;;femení;;
voltó;;;;masculí;;
voltonada;;;;femení;;
vomitera;;;;femení;;
vuduisme;;;;masculí;;
vuduista;;;;adjectiu i masculí i femení;;
vulgus;;;;masculí invariable;;
w;;;;femení;;
wagnerista;;;;masculí i femení;;
waw;;;;femení;;
wélter;;;;masculí;;
windsurf;anglés;;;masculí;;
windsurfista;;;;masculí i femení;;
won;;;;masculí;;
x;;;;femení;;
x;;;;locució;;
xafadina;;;;femení;;
xafadís;;-issa;;adjectiu;;
xafadissa;;;;femení;;
xafaguitarres;;;;masculí i femení invariable;;
xafallejar;;;;verb intransitiu;;
xafament;;;;Masculí;;
xafa-roques;;;;masculí invariable;;
xafonada;;;;femení;;
xafungar;;;;verb transitiu i pronominal;;
xaler;;-a;;adjectiu i masculí i femení;;
xaleter;;-a;;masculí i femení;;
xaleter;;-a;;adjectiu;;
xambada;;;;femení;;
xamera;;;;femení;col·loquial;
xamerada;;;;femení;;
xança;;;;femení;;
xancejar;;;;verb intransitiu;;
xancós;;-osa;;adjectiu;;
xanet-xanet;;;;adverbi;;
xapa-raspa;;;;femení;;
xaparral;;;;masculí;;
xaparrut;;-uda;;adjectiu i masculí i femení;;
xaper;;;;masculí;vulgar;
xapetó;;;;masculí;;
xapista;;;;masculí i femení;;
xapotada;;;;femení;;
xapotadina;;;;femení;;
xapurrar;;;;verb transitiu;;
xapurreig;;;;masculí;;
xapurrejar;;;;verb transitiu;;
xaputa;;;;femení;;
xarcolar;;;;verb transitiu;;
xàrnera;;;;femení;;
xarradina;;;;femení;;
xarratina;;;;femení;;
xarratola;;;;femení;;
xarrim;;-a;;masculí;;
xarrim;;-a;;masculí i femení;;
xarrola;;;;femení;;
xennot;;;;masculí;;
xequeig;;;;masculí;;
xequera;;;;femení;;
xi;;;;interjecció;;
xibar;;;;verb intransitiu;;
xibó;;;;masculí;;
xifarrera;;;;femení;;
xilladissa;;;;femení;col·loquial;
xillador;;-a;;adjectiu;col·loquial;
xillar;;;;verb intransitiu;col·loquial;
xillit;;;;masculí;col·loquial;
ximenera;;;;femení;;
xinesc;;-a;;adjectiu;;
xinxiró;;;;femení;;
xiqüelina;;;;femení;;
xirigotada;;;;femení;;
xirinxina;;;;loc. adv.;;
xiritxofla;;;;femení;;
xirlis-mirlis;;;;masculí i femení invariable;col·loquial;
xirnac;;;;masculí;;
xirnàs;;;-assos;masculí;;
xirolita;;;;femení;;
xiste;;;;masculí;col·loquial;
xistós;;-osa;;adjectiu;col·loquial;
xitxa;;;;femení;infantil;
xitxarrot;;;;masculí;;
xitxina;;;;femení;;
xitxina;;;;loc. verb.;;
xitxorrita;;;;masculí;;
xiuleter;;-a;;masculí i femení;;
